0.9985	0.00029	0.00094	0.00014	0.00008	0.00003	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1E-05
0.00487	0.99101	0.00271	0.00062	0.00007	0.00029	0.00029	0.00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2E-05
0.00045	0.0001	0.99798	0.00012	0.00019	0.00036	0.00027	0.00036	0.00012	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3E-05
0.00035	0.00011	0.00124	0.99531	0.00096	0.00056	0.00029	0.00044	0.00058	0.00002	0.00007	0.00001	0.00001	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4E-05
0.00009	0.00033	0.00104	0.00053	0.99546	0.00044	0.00077	0.00033	0.00035	0.00033	0.00012	0.00005	0	0.00006	0.00004	0	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5E-05
0.00007	0.00023	0.00083	0.00019	0.00001	0.99655	0.00058	0.00025	0.00012	0.00064	0.00011	0.00006	0.00018	0	0.00002	0.00004	0.00002	0.00004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6E-05
0	0.00022	0.00065	0.00025	0.00011	0.0035	0.99004	0.00221	0.00071	0.00102	0	0.00044	0.00061	0.00002	0	0.00009	0	0	0.00004	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7E-05
0	0.00013	0.00031	0.0006	0.00003	0.0007	0.00135	0.9926	0.00054	0.00214	0.00028	0.00001	0.00082	0.00011	0.00009	0.00011	0	0	0.00005	0	0.00003	0	0.00002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8E-05
0	0.00004	0.00005	0.00007	0.00084	0.00008	0.00069	0.00068	0.99273	0.00264	0.00033	0.00043	0.00067	0	0.00044	0.00007	0.00001	0.00002	0.00005	0.00001	0.00002	0.00001	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9E-05
0	0	0.00003	0.00011	0.00031	0.00043	0.00049	0.00014	0.00021	0.99581	0.00011	0.00083	0.00031	0.00017	0.00013	0.00045	0.00001	0.00009	0.00011	0	0.00012	0	0.00002	0	0.00001	0	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1E-04
0	0	0.00001	0.00001	0.00022	0.00035	0.00005	0.00073	0.0003	0.00035	0.99504	0.00075	0.00079	0.00001	0.00026	0.00021	0.00005	0.00027	0.00019	0.00005	0.00011	0.00007	0.00001	0.00002	0	0.00002	0.00001	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011
0	0	0	0.00001	0.0001	0.00019	0.0001	0.00005	0.00096	0.00055	0.00106	0.9923	0.00194	0.0001	0.00043	0.0008	0.00045	0.00014	0.0004	0.00003	0.00007	0.00012	0	0	0	0.00003	0.00002	0	0.00003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012
0	0	0	0	0.00002	0.00014	0.00016	0.00001	0	0.00004	0	0	0.99688	0.0001	0.00037	0.00066	0.0004	0.00026	0.00011	0.0001	0.00031	0.0002	0.00002	0	0	0.00004	0.00001	0.00001	0.00002	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013
