0.977639972	0.016245373	0.001861837	0.000305028	0.000270469	4.07E-04	8.47E-04	6.63E-04	2.68E-04	2.55E-04	1.21E-04	1.34E-04	1.27E-04	7.76E-05	8.45E-05	5.89E-05	5.94E-05	4.67E-05	4.23E-05	3.38E-05	2.84E-05	1.98E-05	1.70E-05	1.53E-05	1.18E-05	1.41E-05	1.05E-05	8.62E-06	2.04E-06	6.52E-06	1.56E-06	1.71E-06	7.76E-07	1.90E-06	8.33E-07	2.53E-06	1.04E-06	2.80E-06	8.32E-06	0.000296206
0.086681012	0.821335794	0.078937747	0.006418937	0.002818642	0.001338931	0.000743996	4.71E-04	1.55E-04	1.37E-04	8.86E-05	9.23E-05	6.85E-05	4.31E-05	3.48E-05	2.96E-05	3.19E-05	2.09E-05	1.15E-05	1.51E-05	1.61E-05	1.41E-05	1.57E-05	1.41E-05	6.74E-06	1.06E-05	4.99E-06	2.21E-06	4.92E-07	1.86E-06	4.93E-07	1.10E-06	1.09E-06	5.40E-06	1.60E-06	1.30E-06	3.95E-07	5.49E-07	1.46E-05	0.000412622
0.028801694	0.117701941	0.70947727	0.090680468	0.029466991	0.009583256	0.005974536	0.00340827	0.001087954	0.000774256	5.19E-04	3.97E-04	3.61E-04	2.42E-04	2.29E-04	0.000203665	1.49E-04	1.01E-04	6.32E-05	4.65E-05	3.81E-05	2.54E-05	5.54E-05	5.08E-05	3.38E-05	3.09E-05	3.10E-05	1.12E-05	3.19E-06	1.32E-05	3.22E-06	3.78E-06	1.28E-06	1.96E-06	5.83E-07	1.20E-06	3.02E-07	5.91E-07	2.77E-06	0.000424412
0.021276428	0.027894361	0.215534369	0.427014483	0.214869532	0.057258787	0.017673785	0.007257459	0.002903379	0.002126999	0.001349136	1.01E-03	8.46E-04	5.38E-04	0.000372623	0.000325171	3.21E-04	0.000240829	1.84E-04	1.14E-04	5.92E-05	3.66E-05	3.64E-05	5.84E-05	4.31E-05	6.06E-05	8.83E-05	3.07E-05	5.31E-06	9.28E-06	2.84E-06	9.46E-06	2.63E-06	2.79E-06	8.71E-07	2.14E-06	5.38E-07	9.99E-07	3.26E-06	0.00043762
0.018833822	0.016042533	0.0594369	0.141293002	0.478263827	0.193938544	0.058622873	0.016269354	0.004349854	0.003240214	0.001808852	0.001616749	0.001335809	0.000864147	0.00091006	7.49E-04	0.00062846	3.70E-04	2.70E-04	1.63E-04	1.07E-04	7.60E-05	4.44E-05	4.84E-05	6.07E-05	4.21E-05	3.86E-05	2.87E-05	4.80E-06	9.72E-06	5.67E-06	2.54E-05	8.76E-06	6.51E-06	2.12E-06	3.52E-06	9.32E-07	1.56E-06	5.44E-06	0.000473073
0.027642219	0.009937912	0.027210405	0.034297613	0.149509714	0.459035938	0.204855569	0.053984828	0.010052208	0.006554748	0.003186771	0.002789585	0.002416237	0.001805306	0.001269026	0.000949367	0.000759706	0.000708314	5.88E-04	3.75E-04	3.44E-04	2.84E-04	1.48E-04	1.35E-04	0.00011023	0.000102971	9.53E-05	9.94E-05	1.81E-05	2.11E-05	6.71E-06	2.15E-05	5.95E-06	6.12E-06	1.91E-06	4.92E-06	1.18E-06	2.23E-06	7.26E-06	0.000656061
0.048127725	0.006635215	0.020649398	0.010648828	0.036483054	0.127217653	0.479418108	0.181129273	0.035486502	0.016950899	0.00804203	0.007492213	0.004761257	0.002970989	0.002757131	0.001719788	0.001651115	0.001034881	9.97E-04	6.89E-04	7.45E-04	7.69E-04	4.84E-04	3.91E-04	0.000355447	0.000250182	0.000164683	9.60E-05	1.78E-05	3.98E-05	1.54E-05	5.40E-05	1.92E-05	1.73E-05	5.77E-06	1.28E-05	3.19E-06	5.14E-06	1.77E-05	0.001674332
0.038035829	0.004039202	0.011341994	0.006446535	0.012470816	0.033240241	0.138753042	0.506252827	0.131022915	0.05363864	0.020892391	0.012234259	0.008568896	0.005122474	0.003880379	0.002672594	0.001786287	0.001341138	0.001121017	1.14E-03	7.72E-04	6.38E-04	6.53E-04	5.09E-04	0.000390506	0.000350642	0.000323035	0.000245916	5.00E-05	9.90E-05	2.49E-05	4.17E-05	1.35E-05	1.75E-05	6.60E-06	2.27E-05	5.48E-06	7.74E-06	2.53E-05	0.001803863
0.033470848	0.003130766	0.008845927	0.005408616	0.009315085	0.014528424	0.055448642	0.194885029	0.324055592	0.196495607	0.06548103	0.034231736	0.016075261	0.009102123	0.007751652	0.004721023	0.003855795	0.002584042	0.002183727	0.001546347	1.34E-03	8.95E-04	6.02E-04	4.12E-04	0.000365868	0.000333437	0.000257111	0.000209197	5.99E-05	0.000191463	5.54E-05	8.39E-05	3.19E-05	3.64E-05	1.92E-05	6.58E-05	2.06E-05	1.94E-05	6.13E-05	0.001828323
0.033186899	0.002648268	0.007280064	0.005219765	0.006971028	0.011591261	0.029647624	0.074254402	0.134277418	0.358399096	0.170532892	0.074086581	0.034889492	0.015142399	0.011758152	0.007687523	0.00518217	0.004141731	0.002939411	0.002041436	1.76E-03	0.001056303	8.65E-04	0.000612584	0.000579472	0.000417212	0.000273167	0.000197996	5.17E-05	0.000133733	3.30E-05	5.13E-05	1.76E-05	2.79E-05	1.68E-05	7.13E-05	2.15E-05	1.93E-05	8.04E-05	0.001834197
