0.977489881	0.017872657	0.00101846	0.001822153	0.000924246	1.84E-04	1.55E-04	8.27E-05	6.13E-05	2.98E-05	3.20E-05	1.35E-05	1.07E-05	7.47E-06	0.000296442
0.066856614	0.872323031	0.04966702	0.008305025	0.001702233	0.000295327	0.000186483	6.63E-05	6.97E-05	4.31E-05	3.26E-05	1.32E-05	8.60E-06	1.17E-05	0.000418967
0.022201274	0.142849423	0.667813478	0.141851278	0.019799453	0.002274101	0.001488777	0.000546216	0.000279419	0.000164572	1.27E-04	4.66E-05	1.16E-05	5.44E-06	0.00054166
0.04221223	0.028122996	0.100188932	0.676194638	0.127893921	0.012546308	0.005237552	0.002271125	0.001817736	0.000842967	0.000654282	1.87E-04	5.61E-05	2.65E-05	0.001748086
0.026536315	0.009705382	0.019847465	0.123539737	0.681364309	0.09076356	0.028796584	0.008922526	0.0049198	0.001775786	0.001121919	0.000474824	0.000225192	0.000154985	0.001851615
0.01383294	0.00407735	0.008095769	0.039082336	0.197656129	0.48937424	0.179461788	0.040912684	0.014636085	0.005827909	0.003116109	0.001026182	0.000528344	0.000442064	0.001930072
0.010935439	0.003494633	0.006024601	0.025108973	0.081566877	0.140657079	0.493591874	0.16130992	0.049208331	0.013721642	0.007586718	0.002867822	0.001078842	0.000629942	0.002217307
0.005882938	0.001465628	0.002683622	0.012801561	0.041384268	0.043563833	0.153510273	0.48465048	0.183046498	0.042122834	0.016125214	0.004858453	0.00225338	0.001428437	0.004222582
0.006208454	0.001628106	0.002642903	0.00952737	0.029214441	0.027573403	0.063661055	0.149242773	0.473693508	0.156587187	0.051655831	0.014354461	0.006090274	0.003498931	0.004421303
0.004468144	0.000651974	0.001143787	0.00454849	0.01361271	0.01172102	0.026297239	0.048942069	0.170077447	0.467172501	0.180584898	0.043369829	0.015144214	0.00772534	0.004540339
0.00427901	0.00088587	0.000983015	0.003804628	0.009427911	0.008869238	0.017692867	0.027173589	0.073550431	0.150249075	0.466782579	0.15462954	0.050723261	0.026375203	0.004573782
0.002006958	0.000960404	0.000611478	0.002187566	0.006309905	0.005347039	0.010142237	0.013465103	0.031854076	0.0526238	0.17910076	0.436887765	0.166383057	0.08746567	0.004654182
0.002282954	0.00027598	0.000506549	0.001416633	0.00383809	0.003102167	0.007024068	0.009658567	0.021239002	0.031483398	0.085324861	0.1668869	0.353946742	0.308070222	0.004943868
0	0	0	0	0	0	0	0	0	0	0	0	0	0.993289401	0.006710599
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.978875224	0.019017743	0.001100081	0.000353741	0.000160752	4.29E-05	5.62E-05	3.29E-05	2.96E-05	1.75E-05	1.12E-05	2.21E-06	2.32E-06	3.21E-06	0.000294373
0.079200041	0.862538159	0.046833863	0.007800119	0.002022147	0.00036863	0.000300628	1.75E-04	1.15E-04	7.35E-05	9.91E-05	2.52E-05	1.49E-05	1.43E-05	0.000419055
0.019943328	0.152183678	0.681439923	0.121519949	0.018055828	0.00269572	0.001628024	0.000671601	0.000583484	0.000262438	2.32E-04	0.000118164	1.04E-04	3.54E-05	0.000526988
0.010148655	0.040173084	0.123891016	0.677856584	0.123404559	0.012386504	0.004992762	0.002204458	0.001635063	0.000754304	0.000520724	1.68E-04	7.81E-05	3.96E-05	0.001746375
0.004829012	0.015858305	0.030947615	0.133697663	0.671698194	0.0939327	0.028346642	0.009167853	0.005325501	0.001923195	0.001466529	0.000512329	0.000202739	0.000233492	0.001858232
0.002586168	0.008016388	0.012011504	0.041935719	0.197623497	0.498073359	0.174507758	0.038337868	0.015105076	0.004694804	0.003047487	0.001218924	0.000475076	0.000437426	0.001928946
0.002172027	0.006651281	0.009600057	0.026302042	0.080390346	0.144306281	0.494827938	0.159209124	0.046786121	0.014310387	0.008359475	0.003053449	0.001125347	0.000690896	0.002215229
0.001384989	0.003559946	0.004780692	0.014147095	0.037121967	0.044970571	0.161893668	0.489993852	0.169579659	0.041244739	0.017189676	0.005461063	0.002473791	0.001984626	0.004213668
0.001374602	0.004577126	0.00554189	0.012654021	0.028403948	0.025157486	0.06784746	0.154730616	0.44442821	0.163198419	0.057511091	0.017458864	0.007910249	0.004792122	0.004413896
0.001321829	0.00262666	0.002507571	0.005918314	0.013630086	0.011286964	0.027311954	0.050107872	0.16203068	0.446446663	0.191940761	0.049194346	0.019994702	0.01114148	0.004540119
0.000660552	0.001541478	0.001938173	0.003405839	0.00968309	0.007905934	0.020259064	0.028370117	0.071286405	0.156487893	0.452226237	0.157558865	0.054916933	0.029181346	0.004578074
0.000699428	0.000794692	0.000841767	0.002095555	0.004763222	0.004031482	0.010399945	0.014004823	0.032720298	0.055597637	0.158556602	0.451485574	0.16677673	0.092566623	0.004665622
0.00133816	0.000643633	0.000391535	0.001708213	0.00286128	0.00326205	0.006590004	0.008304672	0.020159719	0.027223513	0.061752613	0.150266137	0.379333938	0.331195564	0.004968968
0	0	0	0	0	0	0	0	0	0	0	0	0	0.993289401	0.006710599
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.979961063	0.014819187	0.0009815	0.002239377	0.001091747	1.93E-04	1.46E-04	9.46E-05	6.76E-05	3.58E-05	4.42E-05	8.12E-06	1.69E-05	3.60E-06	0.000296756
0.07402776	0.853984477	0.055931389	0.012729809	0.002121471	0.000255398	0.000249746	1.40E-04	5.92E-05	1.66E-05	4.91E-05	8.17E-06	3.75E-06	1.73E-06	0.00042131
0.024942663	0.161490271	0.598231466	0.181791067	0.02534874	0.003320162	0.002202957	0.000813501	0.000892982	0.000199111	9.59E-05	4.05E-05	2.75E-05	2.12E-05	0.000581946
0.05630852	0.02640091	0.083365964	0.672431027	0.133700949	0.014388715	0.005561839	0.002194103	0.001797307	0.000899133	0.000557664	2.84E-04	1.87E-04	1.73E-04	0.001750188
