0	1	6126.338754	5201.895712	1	1	5827.954548	4884.403052
0	0	5606.891546	4692.640036	0	0	6077.302923	5172.556256
0	1	5395.302641	4434.9684	0	0	6077.302923	5172.556256
0	1	7104.724065	6261.883123	0	0	5952.347044	5040.768266
0	0	5225.361626	4188.641579	0	1	6004.955712	5105.921778
0	0	5660.404477	4680.72052	0	1	6104.554035	5212.570596
1	1	6264.423233	5312.657766	1	0	5575.980816	4494.713246
0	1	6048.461607	5166.252142	0	0	6077.302923	5172.556256
1	0	5742.872763	4794.37941	0	1	7566.270666	6734.065994
1	0	5743.876425	4772.122898	0	1	5904.178517	4857.007116
1	1	5106.822318	4111.806922	0	0	5938.976304	4998.246289
0	1	4880.378571	3925.925858	0	0	5549.147	4481.28003
0	0	5783.645162	4862.118536	0	1	5898.85536	4997.512893
1	0	5742.872763	4794.37941	0	1	6090.435444	5077.193203
0	1	5834.165369	4886.026743	0	0	6077.302923	5172.556256
0	0	5463.563036	4512.325461	0	0	6077.302923	5172.556256
0	1	5941.516161	5041.044279	0	1	5453.642875	4543.544581
0	1	5714.09742	4700.193428	1	0	5732.869912	4757.201209
0	1	6048.461607	5166.252142	0	1	6048.461607	5166.252142
0	1	5967.575739	5082.274162	0	0	7000.821318	6122.043282
0	1	6104.554035	5212.570596	0	1	5502.618296	4574.438262
0	0	5910.59079	4996.301235	0	0	5548.378623	4619.507499
0	0	5741.447978	4816.743279	0	0	5872.576466	4949.271071
0	0	5701.517954	4698.100755	0	1	6104.554035	5212.570596
0	0	5483.665177	4553.327518	0	0	4647.396274	3649.88707
0	1	6048.461607	5166.252142	0	1	5554.687714	4510.525299
0	1	5416.294374	4357.740819	0	0	5435.524959	4336.592111
0	1	5326.566369	4409.403796	0	0	6022.993397	5128.953715
0	1	4799.873474	3902.836514	0	1	4977.887415	4008.698478
0	0	6459.924183	5559.247739	1	1	5122.792362	4232.285786
